[server 0 | term=0 | commit index=0] start, majority is: 2
[server 2 | term=17 | commit index=105] leader commitIndex increases: 106
[server 2 | term=17 | commit index=106] leader commitIndex increases: 107
[server 2 | term=17 | commit index=107] leader commitIndex increases: 108
[server 2 | term=17 | commit index=108] leader commitIndex increases: 109
[server 2 | term=17 | commit index=109] leader commitIndex increases: 110
ready to snapshot server 2
finished to snapshot server 2
[server 2 | term=17 | commit index=110] leader commitIndex increases: 111
[server 2 | term=17 | commit index=111] leader commitIndex increases: 112
[server 2 | term=17 | commit index=112] going to snapshot to index=109, current offset=99
[server 2 | term=17 | commit index=112] finished to encode snapshot
[server 2 | term=17 | commit index=112] snapshot to index=109, after offset=109
[server 0 | term=17 | commit index=100] update commit from 100 to 112
ready to snapshot server 0
finished to snapshot server 0
[server 0 | term=17 | commit index=112] going to snapshot to index=109, current offset=99
[server 0 | term=17 | commit index=112] finished to encode snapshot
[server 0 | term=17 | commit index=112] snapshot to index=109, after offset=109
[server 1 | term=16 | commit index=99] command received, term=16, index=100
[server 1 | term=16 | commit index=99] receive install snapshot request from leader
[server 1 | term=16 | commit index=99] receive snapshot
[server 0 | term=17 | commit index=112] receive install snapshot request from leader
[server 2 | term=17 | commit index=112] receive install snapshot request from leader
[server 2 | term=17 | commit index=112] send log append to server 1, index=110
[server 1 | term=17 | commit index=109] election timeout
[server 1 | term=18 | commit index=109] send vote request to server 0
[server 1 | term=18 | commit index=109] stale leader: 2
[server 1 | term=18 | commit index=109] send vote request to server 2
[server 2 | term=18 | commit index=112] received vote request
[server 2 | term=18 | commit index=112] refused to vote for server 1 in term 18, self term: 17, self index: 112
[server 1 | term=18 | commit index=109] network failure happened to server 0, index=58, after 5782 miliseconds
[server 0 | term=17 | commit index=112] received vote request
[server 0 | term=17 | commit index=112] refused to vote for server 1 in term 18, self term: 17, self index: 112
[server 1 | term=18 | commit index=109] network failure happened to server 2, index=72, after 4298 miliseconds
[server 1 | term=18 | commit index=109] network failure happened to server 2, index=72, after 4293 miliseconds
[server 2 | term=18 | commit index=112] election timeout
[server 2 | term=19 | commit index=112] send vote request to server 0
[server 2 | term=19 | commit index=112] send vote request to server 1
[server 1 | term=18 | commit index=109] received vote request
[server 1 | term=18 | commit index=109] candidate 2 with term=17, index=112 is more up-to-date than term=17, index=109
[server 1 | term=19 | commit index=109] vote for server 2 in term 19
[server 2 | term=19 | commit index=112] candidate has been elected as leader
[server 0 | term=18 | commit index=112] received vote request
[server 0 | term=18 | commit index=112] candidate 2 with term=17, index=112 is more up-to-date than term=17, index=112
[server 0 | term=19 | commit index=112] vote for server 2 in term 19
[server 2 | term=19 | commit index=112] network failure, vote reuqest is out of date
[server 1 | term=19 | commit index=109] there are some gaps between log and new ones
[server 2 | term=19 | commit index=112] quick reverse to index=110 for server 1
[server 2 | term=19 | commit index=112] send log append to server 1, index=110
[server 1 | term=19 | commit index=109] received log append, current length=109, previous index=109, rpc term=19
[server 2 | term=19 | commit index=112] next index=113 for server 1
[server 1 | term=19 | commit index=109] update commit from 109 to 112
[server 1 | term=19 | commit index=112] network failure happened to server 2, index=72, after 4551 miliseconds
[server 1 | term=19 | commit index=112] network failure happened to server 2, index=86, after 3418 miliseconds
[server 2 | term=19 | commit index=112] command received, term=19, index=113
[server 2 | term=19 | commit index=112] send log append to server 0, index=113
[server 2 | term=19 | commit index=112] send log append to server 1, index=113
[server 1 | term=19 | commit index=112] received log append, current length=112, previous index=112, rpc term=19
[server 2 | term=19 | commit index=112] next index=114 for server 1
[server 0 | term=19 | commit index=112] received log append, current length=112, previous index=112, rpc term=19
[server 2 | term=19 | commit index=112] next index=114 for server 0
[server 2 | term=19 | commit index=112] network failure happened to server 1, index=100, after 2374 miliseconds
[server 2 | term=19 | commit index=112] leader commitIndex increases: 113
[server 1 | term=19 | commit index=112] update commit from 112 to 113
[server 0 | term=19 | commit index=112] update commit from 112 to 113
[server 2 | term=19 | commit index=113] command received, term=19, index=114
[server 2 | term=19 | commit index=113] send log append to server 1, index=114
[server 2 | term=19 | commit index=113] send log append to server 0, index=114
[server 1 | term=19 | commit index=113] received log append, current length=113, previous index=113, rpc term=19
[server 2 | term=19 | commit index=113] next index=115 for server 1
[server 2 | term=19 | commit index=113] leader commitIndex increases: 114
[server 2 | term=19 | commit index=114] send log append to server 0, index=114
[server 1 | term=19 | commit index=113] update commit from 113 to 114
[server 2 | term=19 | commit index=114] command received, term=19, index=115
[server 2 | term=19 | commit index=114] command received, term=19, index=116
[server 2 | term=19 | commit index=114] command received, term=19, index=117
[server 2 | term=19 | commit index=114] command received, term=19, index=118
[server 2 | term=19 | commit index=114] command received, term=19, index=119
[server 2 | term=19 | commit index=114] command received, term=19, index=120
[server 2 | term=19 | commit index=114] command received, term=19, index=121
[server 2 | term=19 | commit index=114] command received, term=19, index=122
[server 2 | term=19 | commit index=114] command received, term=19, index=123
[server 2 | term=19 | commit index=114] command received, term=19, index=124
[server 2 | term=19 | commit index=114] command received, term=19, index=125
[server 2 | term=19 | commit index=114] command received, term=19, index=126
[server 2 | term=19 | commit index=114] send log append to server 1, index=115
[server 2 | term=19 | commit index=114] send log append to server 0, index=114
[server 1 | term=19 | commit index=114] received log append, current length=114, previous index=114, rpc term=19
[server 2 | term=19 | commit index=114] next index=127 for server 1
[server 2 | term=19 | commit index=114] leader commitIndex increases: 115
[server 2 | term=19 | commit index=115] leader commitIndex increases: 116
[server 2 | term=19 | commit index=116] leader commitIndex increases: 117
[server 2 | term=19 | commit index=117] leader commitIndex increases: 118
[server 2 | term=19 | commit index=118] leader commitIndex increases: 119
[server 2 | term=19 | commit index=119] leader commitIndex increases: 120
ready to snapshot server 2
finished to snapshot server 2
[server 2 | term=19 | commit index=120] leader commitIndex increases: 121
[server 2 | term=19 | commit index=121] leader commitIndex increases: 122
[server 2 | term=19 | commit index=122] leader commitIndex increases: 123
[server 2 | term=19 | commit index=123] leader commitIndex increases: 124
[server 2 | term=19 | commit index=124] leader commitIndex increases: 125
[server 2 | term=19 | commit index=125] leader commitIndex increases: 126
[server 2 | term=19 | commit index=126] going to snapshot to index=119, current offset=109
[server 2 | term=19 | commit index=126] finished to encode snapshot
[server 2 | term=19 | commit index=126] snapshot to index=119, after offset=119
[server 0 | term=19 | commit index=113] election timeout
[server 1 | term=19 | commit index=114] update commit from 114 to 126
ready to snapshot server 1
finished to snapshot server 1
[server 0 | term=20 | commit index=113] send vote request to server 2
[server 1 | term=19 | commit index=126] going to snapshot to index=119, current offset=109
[server 0 | term=20 | commit index=113] send vote request to server 1
[server 1 | term=19 | commit index=126] finished to encode snapshot
[server 1 | term=19 | commit index=126] snapshot to index=119, after offset=119
[server 2 | term=19 | commit index=126] command received, term=19, index=127
[server 2 | term=19 | commit index=126] send log append to server 1, index=127
[server 0 | term=20 | commit index=113] receive install snapshot request from leader
[server 1 | term=19 | commit index=126] received log append, current length=126, previous index=126, rpc term=19
[server 2 | term=20 | commit index=126] network failure happened to server 1, index=127, after 20 miliseconds
[server 2 | term=20 | commit index=126] election timeout
[server 2 | term=21 | commit index=126] send vote request to server 0
